ITEM_ID,ITEM_START,COICOP2,COICOP3,COICOP4,COICOP5,Category1,Category2,ITEM_DESC,WEIGHT\SIZE,AVERAGE_PRICE
620304,198702,Miscellaneous goods and services,Personal effects (nec),Other personal effects,Articles for babies,Transport,Babies,Pushchair/stroller,,
620307,199302,Transport,Operation of personal transport equipment,Other services,Hire of garages; parking spaces and personal transport equipment,Transport,Vehicle hire,Self drive car hire,per day,55.847
620308,199502,Transport,Transport services,Passenger transport by road,Passenger transport by taxi & hired car with driver,Transport,Services,Minicab fare,per 2 miles,8.872
620310,199502,Transport,Transport services,Passenger transport by air,Passenger transport by air,Transport,Fares,Air fare,,
620311,199502,Transport,Transport services,Passenger transport by sea and inland waterway,Passenger transport by sea and inland waterway,Transport,Fares,Sea fare,,
620313,199702,Transport,Operation of personal transport equipment,Other services,Toll facilities and parking meters,Transport,Fares,Road toll,,
620314,200302,Recreation and culture,Other major durables for recreation and culture,/ Major durables for in/outdoor recreation,Boats; outboard motors and fitting out of boats,Transport,Other,Boat,,
620315,200402,Transport,Operation of personal transport equipment,Other services,Toll facilities and parking meters,Transport,Services,Car park charges,per 2 hrs,2.883
620317,200501,Transport,Purchase of vehicles,/ Motorcycles and bicycles,Bicycles,Transport,Bikes and cycling equipment,Child's bicycle,,
620318,200501,Transport,Purchase of vehicles,/ Motorcycles and bicycles,Bicycles,Transport,Bikes and cycling equipment,Adult bike,,448.703
620319,201702,Clothing and footwear,Clothing,Other clothing and clothing accessories,Other articles of clothing,Transport,Bikes and cycling equipment,Adult cycle helmet,,38.388
620320,202002,Transport,Operation of personal transport equipment,Other services,Toll facilities and parking meters,Transport,Services,Airport parking,,
620321,202202,Miscellaneous goods and services,Personal effects (nec),Other personal effects,Articles for babies,Transport,Other,Toddler/child car seat,,
630122,200102,Recreation and culture,Audio-visual equipment and related products,Data processing equipment,Accessories for information processing equipment,Recreation and culture,Audio and visual equipment,PC peripherals,,
630127,200302,Recreation and culture,Audio-visual equipment and related products,Data processing equipment,Personal computers,Household items,Electrical,Personal computer,,
630129,200501,Recreation and culture,Audio-visual equipment and related products,Data processing equipment,Personal computers,Household items,Electrical,Laptop,,
630138,200702,Recreation and culture,Audio-visual equipment and related products,Reception and reproduction of sound and pictures,Equipment for the reception; recording and reproduction of sound,Recreation and culture,Audio and visual equipment,Digital radio (DAB),,
630153,201202,Recreation and culture,Audio-visual equipment and related products,Data processing equipment,Personal computers,Household items,Electrical,Tablet computers,,
630156,201502,Recreation and culture,Audio-visual equipment and related products,Reception and reproduction of sound and pictures,Other equipment for the reception; recording and reporduction of sound and picture,Recreation and culture,Audio and visual equipment,Headphones,,31.8
630159,201802,Recreation and culture,Audio-visual equipment and related products,Reception and reproduction of sound and pictures,Equipment for the reception; recording and reproduction of sound and vision,Recreation and culture,Audio and visual equipment,Television (small),"39"" or smaller",217.053
630160,201802,Recreation and culture,Audio-visual equipment and related products,Reception and reproduction of sound and pictures,Equipment for the reception; recording and reproduction of sound and vision,Recreation and culture,Audio and visual equipment,Television (large),"40"" or larger",412.436
630161,201802,Recreation and culture,Audio-visual equipment and related products,Reception and reproduction of sound and pictures,Equipment for the reception; recording and reproduction of sound and vision,Recreation and culture,Audio and visual equipment,Digital media player,,
630162,201902,Recreation and culture,Audio-visual equipment and related products,Reception and reproduction of sound and pictures,Equipment for the reception; recording and reproduction of sound,Recreation and culture,Audio and visual equipment,Portable speaker,,
630163,201902,Recreation and culture,Audio-visual equipment and related products,Data processing equipment,Accessories for information processing equipment,Recreation and culture,Audio and visual equipment,Smart speaker,,
630164,202002,Recreation and culture,Audio-visual equipment and related products,Reception and reproduction of sound and pictures,Equipment for the reception; recording and reproduction of sound and vision,Recreation and culture,Audio and visual equipment,DVD/Blu-ray player,,116.715
630165,202002,Recreation and culture,Audio-visual equipment and related products,Reception and reproduction of sound and pictures,Portable sound and vision devices,Recreation and culture,Audio and visual equipment,Portable digital music player,,
630166,202302,Recreation and culture,Audio-visual equipment and related products,Reception and reproduction of sound and pictures,Equipment for the reception; recording and reproduction of sound,Recreation and culture,Audio and visual equipment,Soundbar, ,320.52
630167,202302,Recreation and culture,Audio-visual equipment and related products,Data processing equipment,Accessories for information processing equipment,Household items,Electrical,Printer, ,
630168,202502,Recreation and culture,Audio-visual equipment and related products,Data processing equipment,Accessories for information processing equipment,Recreation and culture,Audio and visual equipment,VR headset,single,612.56
630223,200402,Recreation and culture,Audio-visual equipment and related products,Recording media,Pre-recorded recording media,Recreation and culture,Music and video,CDs (bought online),single,
630224,200501,Recreation and culture,Audio-visual equipment and related products,Recording media,Pre-recorded recording media,Recreation and culture,Music and video,DVDs (bought online),single,
630225,200501,Recreation and culture,Audio-visual equipment and related products,Recording media,Pre-recorded recording media,Recreation and culture,Music and video,Music downloads,single,
630226,200501,Recreation and culture,Audio-visual equipment and related products,Recording media,Unrecorded recording media,Recreation and culture,Music and video,Recordable CD,single,0.402
630228,200702,Recreation and culture,Audio-visual equipment and related products,Recording media,Pre-recorded recording media,Recreation and culture,Music and video,DVD film (bestseller),,
630230,200802,Recreation and culture,Audio-visual equipment and related products,Recording media,Pre-recorded recording media,Recreation and culture,Music and video,CD album (top 40),,
630232,200902,Recreation and culture,Audio-visual equipment and related products,Recording media,Pre-recorded recording media,Recreation and culture,Music and video,Blu-Ray disc (bought online),,
630233,201002,Recreation and culture,Audio-visual equipment and related products,Recording media,Pre-recorded recording media,Recreation and culture,Music and video,Blu-ray disc film (bestseller),,
630234,201602,Recreation and culture,Audio-visual equipment and related products,Data processing equipment,Software,Household items,Electrical,Computer software,,
630235,202402,Recreation and culture,Audio-visual equipment and related products,Recording media,Pre-recorded recording media,Recreation and culture,Music and video,Vinyl album,,
630309,198702,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Games and hobbies,Recreation and culture,"Games, toys and hobbies",Boxed board game,,
630312,198702,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Toys and celebration articles,Recreation and culture,Children's toys,Child's plastic doll,,
630313,198702,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Toys and celebration articles,Recreation and culture,"Games, toys and hobbies",Model road vehicles toys,,
630314,198702,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Toys and celebration articles,Recreation and culture,"Games, toys and hobbies",Construction toy,,14.886
630317,198802,Recreation and culture,"Other recreational items, gardens and pets",Equipment for sport and open-air recreation,Equipment for camping and open-air recreation,Recreation and culture,"Games, toys and hobbies",Adult sleeping bag,,42.812
630332,200102,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Toys and celebration articles,Recreation and culture,Children's toys,Child soft toy/teddy bear,,
630333,200102,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Games and hobbies,Recreation and culture,"Games, toys and hobbies",Computer Games Console,,
630334,200102,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Games and hobbies,Recreation and culture,"Games, toys and hobbies",Internet Computer Games,,
630336,200202,Recreation and culture,"Other recreational items, gardens and pets",Equipment for sport and open-air recreation,Equipment for sport,Recreation and culture,"Games, toys and hobbies",Football,,
630340,200402,Recreation and culture,"Other recreational items, gardens and pets",Equipment for sport and open-air recreation,Equipment for sport,Recreation and culture,Sports and sport equipment,Carbon fibre fishing rod,,57.202
630341,200402,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Toys and celebration articles,Recreation and culture,Children's toys,Childs preschool activity toy,,
630342,200402,Recreation and culture,Other major durables for recreation and culture,/ Major durables for in/outdoor recreation,Musical instruments,Recreation and culture,"Games, toys and hobbies",Beginner's acoustic guitar,,108.694
630343,200402,Recreation and culture,"Other recreational items, gardens and pets",Equipment for sport and open-air recreation,Equipment for sport,Recreation and culture,Sports and sport equipment,Men's football boots,,57.924
630345,200402,Recreation and culture,"Other recreational items, gardens and pets",Equipment for sport and open-air recreation,Equipment for sport,Recreation and culture,Sports and sport equipment,Golf ball,per ball,1.224
630347,200501,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Toys and celebration articles,Recreation and culture,Children's toys,Child's baby doll,,
630348,200501,Recreation and culture,Other major durables for recreation and culture,/ Major durables for in/outdoor recreation,Major items for games and sport,Recreation and culture,Sports and sport equipment,Water sports equipment,,
630357,200602,Recreation and culture,"Other recreational items, gardens and pets",Equipment for sport and open-air recreation,Equipment for sport,Recreation and culture,Sports and sport equipment,Squash/tennis racket,,38.481
630359,200802,Recreation and culture,Recreational and cultural services,Cultural services,Photographic services,Recreation and culture,"Games, toys and hobbies",Digital development,per print,0.8
630365,201102,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Toys and celebration articles,Recreation and culture,Children's toys,Craft kit for child,,
630368,201302,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Toys and celebration articles,Recreation and culture,"Games, toys and hobbies",Electronic educational toy,,22.463
630369,201302,Recreation and culture,"Other recreational items, gardens and pets",Equipment for sport and open-air recreation,Equipment for camping and open-air recreation,Household items,Cookware,Non-disposable charcoal BBQ,,
630371,201402,Recreation and culture,Audio-visual equipment and related products,"Photographic, cinematographic and optical equipment","Photographic, cinematographic and optical equipment",Recreation and culture,"Games, toys and hobbies",Interchangeable digital camera Lense,,
630372,201602,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Games and hobbies,Recreation and culture,"Games, toys and hobbies",Computer game downloads,,
630373,201702,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Toys and celebration articles,Recreation and culture,"Games, toys and hobbies",Jigsaw,minimum 100 pieces,12.892
630374,201702,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Toys and celebration articles,Recreation and culture,Children's toys,Child's scooter (5-12 yrs.),,
630376,201802,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Toys and celebration articles,Recreation and culture,"Games, toys and hobbies",Childs's sit and ride toys (under 5s),,43.695
630377,201802,Recreation and culture,Audio-visual equipment and related products,"Photographic, cinematographic and optical equipment","Photographic, cinematographic and optical equipment",Recreation and culture,Audio and visual equipment,Action camera,,
630378,202002,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Games and hobbies,Recreation and culture,"Games, toys and hobbies",Computer game (Nintendo bestseller),,
630379,202002,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Games and hobbies,Recreation and culture,"Games, toys and hobbies",Computer game (XBOX bestseller),,
630380,202002,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Games and hobbies,Recreation and culture,"Games, toys and hobbies",Computer game (PlayStation bestseller),,
630381,202102,Recreation and culture,"Other recreational items, gardens and pets",Equipment for sport and open-air recreation,Equipment for sport,Recreation and culture,Sports and sport equipment,Hand weights for home exercise,,
630382,202202,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Games and hobbies,Recreation and culture,"Games, toys and hobbies",Adult craft hobby kit,,17.281
630383,202302,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Games and hobbies,Recreation and culture,"Games, toys and hobbies",Computer game accessory, ,
630384,202402,Recreation and culture,Audio-visual equipment and related products,Recording media,Other recording media,Household items,Electrical,SD card,single,13.181
630385,202402,Recreation and culture,Audio-visual equipment and related products,Recording media,Other recording media,Household items,Electrical,USB stick,single,12.968
630386,202402,Recreation and culture,"Other recreational items, gardens and pets","Games, toys and hobbies",Games and hobbies,Recreation and culture,"Games, toys and hobbies",Card game,,7.983
630387,202502,Recreation and culture,"Other recreational items, gardens and pets",Equipment for sport and open-air recreation,Equipment for sport,Recreation and culture,"Games, toys and hobbies",Exercise matt,minimum 170cm,16.138
630407,198702,Recreation and culture,"Books, newspapers and stationery",Newspapers and periodicals,Newspapers,Recreation and culture,Newspapers,Sunday newspaper,,
630408,198702,Recreation and culture,"Books, newspapers and stationery",Newspapers and periodicals,Newspapers,Recreation and culture,Newspapers,National daily newspaper,,
630412,198702,Recreation and culture,"Books, newspapers and stationery",Newspapers and periodicals,Magazines and periodicals,Recreation and culture,Newspapers,Periodical magazine or newspaper,,
630425,199702,Recreation and culture,"Books, newspapers and stationery",Books,Other non-fiction books,Recreation and culture,Books,"Non-fiction book (hardcover, bestseller)",,
630426,199702,Recreation and culture,"Books, newspapers and stationery",Books,Other non-fiction books,Recreation and culture,Books,"Non-fiction book (paperback, bestseller)",,
630434,200602,Recreation and culture,"Books, newspapers and stationery",Books,Fiction books,Recreation and culture,Books,Book illustrated for under 5s,,6.523
630435,201102,Recreation and culture,"Books, newspapers and stationery",Books,Fiction books,Recreation and culture,Books,"Fiction book (hard cover, bestseller)",,
630436,201102,Recreation and culture,"Books, newspapers and stationery",Newspapers and periodicals,Newspapers,Recreation and culture,Newspapers,Local newspaper,,
630437,201202,Recreation and culture,"Books, newspapers and stationery",Books,Fiction books,Recreation and culture,Books,Teenage fiction book,,8.837
630438,201302,Recreation and culture,"Books, newspapers and stationery",Books,Binding services and E-book downloads,Recreation and culture,Books,E-Book,,
630439,201602,Recreation and culture,"Books, newspapers and stationery",Books,Fiction books,Recreation and culture,Books,"Fiction book (paper back, bestseller)",,8.109
630440,201902,Recreation and culture,"Books, newspapers and stationery",Books,Fiction books,Recreation and culture,Books,Child's fiction book (6-12 yrs.),,6.753
630505,198702,"Furniture, household equipment and maintenance",Tools and equipment for house and garden,Tools and equipment for House and Garden,Non-motorized small tools,Recreation and culture,Gardening,Garden spade,,28.772
630507,198902,Recreation and culture,"Other recreational items, gardens and pets","Gardens, plants and flowers",Plants and flowers,Recreation and culture,Gardening,Houseplant,,8.272
630510,198902,Recreation and culture,"Other recreational items, gardens and pets","Gardens, plants and flowers",Garden products,Recreation and culture,Gardening,Potting compost,,6.986
630518,200102,Recreation and culture,"Other recreational items, gardens and pets","Gardens, plants and flowers",Plants and flowers,Recreation and culture,Gardening,Cut flower carnation stem,,0.556
630519,200102,Recreation and culture,"Other recreational items, gardens and pets","Gardens, plants and flowers",Plants and flowers,Recreation and culture,Gardening,Potted shrub,,12.184
630520,200102,"Furniture, household equipment and maintenance",Tools and equipment for house and garden,Tools and equipment for House and Garden,Motorized major tools and equipment,Recreation and culture,Gardening,Electric lawn mower,,
630524,200802,Recreation and culture,"Other recreational items, gardens and pets","Gardens, plants and flowers",Plants and flowers,Recreation and culture,Other,Internet bought flowers/bouquet,,
630525,201402,Recreation and culture,"Other recreational items, gardens and pets","Gardens, plants and flowers",Garden products,Recreation and culture,Gardening,Plant food,800ml-2litre/500g-1.5kg,5.723
630526,201902,Recreation and culture,"Other recreational items, gardens and pets","Gardens, plants and flowers",Plants and flowers,Recreation and culture,Gardening,Plant seeds,,2.73
640124,200012,Recreation and culture,Recreational and cultural services,Cultural services,Television and radio licence fees; subscriptions,Services,TV services,TV licence,,
640125,200902,Recreation and culture,Recreational and cultural services,Cultural services,Hire of equipment and accessories for culture,Services,TV services,Rental TV,,
640128,202502,Recreation and culture,Recreational and cultural services,Cultural services,Television and radio licence fees; subscriptions,Services,TV services,On demand video subscription,,
640211,198702,Recreation and culture,Recreational and cultural services,Cultural services,Museums; libraries; zoological gardens,Recreation and culture,Activity,Historic monument admission,,
640212,198702,Recreation and culture,Recreational and cultural services,Cultural services,Cinemas; theatres; concerts,Recreation and culture,Activity,Theatre ticket,one adult,31.808
640217,199102,Recreation and culture,Recreational and cultural services,Recreational and sporting services,Recreational and sporting services - Attendance,Recreation and culture,Other,Attraction,,
640219,199302,Recreation and culture,Recreational and cultural services,Recreational and sporting services,Recreational and sporting services - Participation,Recreation and culture,Sports and sport equipment,Swimming pool/leisure centre admission,,5.851
640221,199302,Recreation and culture,Recreational and cultural services,Recreational and sporting services,Recreational and sporting services - Attendance,Recreation and culture,Activity,Football admission,,
640222,199602,Recreation and culture,Recreational and cultural services,Recreational and sporting services,Recreational and sporting services - Participation,Recreation and culture,Sports and sport equipment,Exercise class,1hr,7.833
640224,200002,Recreation and culture,Recreational and cultural services,Recreational and sporting services,Recreational and sporting services - Participation,Recreation and culture,Sports and sport equipment,Ten-pin bowling,per game,7.915
640226,200102,Recreation and culture,Recreational and cultural services,Recreational and sporting services,Recreational and sporting services - Participation,Recreation and culture,Sports and sport equipment,Private health club/gym,annual fee,443.624
640228,200102,Recreation and culture,Recreational and cultural services,Recreational and sporting services,Recreational and sporting services - Participation,Recreation and culture,Activity,Leisure classes,,
640229,200202,Recreation and culture,Recreational and cultural services,Recreational and sporting services,Recreational and sporting services - Participation,Recreation and culture,Activity,Golf green fess,,
640230,200202,Recreation and culture,Recreational and cultural services,Recreational and sporting services,Recreational and sporting services - Attendance,Recreation and culture,Activity,Horse racing admission,,
640234,200402,Recreation and culture,Recreational and cultural services,Cultural services,Cinemas; theatres; concerts,Recreation and culture,Activity,Cinema ticket,,
640236,200402,Recreation and culture,Recreational and cultural services,Cultural services,Cinemas; theatres; concerts,Recreation and culture,Activity,Live music ticket,,
640238,200602,Recreation and culture,Recreational and cultural services,Cultural services,Museums; libraries; zoological gardens,Recreation and culture,Activity,Cultural event admission,,
640240,200802,Recreation and culture,Other major durables for recreation and culture,/ Major durables for in/outdoor recreation,Maintenance and repair of other major durables for recreation and culture (was previously,Recreation and culture,Activity,Livery charges,per week,
640241,201502,Recreation and culture,Recreational and cultural services,Cultural services,Television and radio licence fees; subscriptions,Recreation and culture,Music and video,Music streaming subscriptions,,
640242,201502,Recreation and culture,Recreational and cultural services,Recreational and sporting services,Recreational and sporting services - Participation,Recreation and culture,"Games, toys and hobbies",Online gaming subscription,,
640243,201802,Recreation and culture,Recreational and cultural services,Recreational and sporting services,Recreational and sporting services - Participation,Recreation and culture,Sports and sport equipment,Soft play session, ,7.826
640244,202202,Recreation and culture,Recreational and cultural services,Recreational and sporting services,Recreational and sporting services - Participation,Recreation and culture,Sports and sport equipment,Climbing wall session,,13.555
640303,200002,Miscellaneous goods and services,Insurance,Transport insurance,Travel insurance,Recreation and culture,Other holidays,Holiday insurance,,
640304,200202,Recreation and culture,Package holidays,Package Holidays,Package Holidays,Recreation and culture,Package holidays abroad,Late booking holiday,,
640305,200402,Recreation and culture,Package holidays,Package Holidays,Package Holidays,Recreation and culture,Package holidays abroad,Self catered holiday,,
640306,200402,Recreation and culture,Package holidays,Package Holidays,Package Holidays,Recreation and culture,Package holidays abroad,Hotel abroad,,
640307,200402,Recreation and culture,Package holidays,Package Holidays,Package Holidays,Recreation and culture,Package holidays abroad,Cruise,,
640308,200501,Recreation and culture,Package holidays,Package Holidays,Package Holidays,Recreation and culture,Package holidays abroad,City break,,
640309,200501,Recreation and culture,Package holidays,Package Holidays,Package Holidays,Recreation and culture,Package holidays abroad,Coach holiday,,
640403,199902,Restaurants and hotels,Accommodation services,Accommodation Services,Holiday centres; camping sites; youth hostels and similar accommodation services,Recreation and culture,Other holidays,Youth hostel room,,
640404,200002,"Housing, water, electricity, gas and other fuels",Actual rentals for housing,Actual rentals for housing,Actual rentals for housing,Recreation and culture,Other holidays,Housing,,
640405,200002,Recreation and culture,Package holidays,Package Holidays,Package Holidays,Recreation and culture,Other holidays,UK self non-catering holiday,,
640406,200501,Restaurants and hotels,Accommodation services,Accommodation Services,Hotels; motel; inns and similar accommodation services,Recreation and culture,Other holidays,Hotel stay,per night,107.218
640408,202502,Restaurants and hotels,Accommodation services,Accommodation Services,Hotels; motel; inns and similar accommodation services,Recreation and culture,Other holidays,Advance hotel stay,per night,
CP0111101,202502,Rice,Bread and cereals,Food,Food and non-alcoholic beverages,Food and drink,Store cupboard,"Rice, in all forms (excl. rice flour)",,
CP0111201,202502,Flours and other cereals,Bread and cereals,Food,Food and non-alcoholic beverages,Food and drink,Store cupboard,"Flour, wheat-based",,0.832
CP0111301,202502,Bread,Bread and cereals,Food,Food and non-alcoholic beverages,Food and drink,Bakery,"Bread, white",,
CP0111302,202502,Bread,Bread and cereals,Food,Food and non-alcoholic beverages,Food and drink,Bakery,"Bread, brown or seeded",,1.241
CP0111303,202502,Bread,Bread and cereals,Food,Food and non-alcoholic beverages,Food and drink,Bakery,"Bread rolls, buns, baguettes and other loaves",,
CP0111304,202502,Bread,Bread and cereals,Food,Food and non-alcoholic beverages,Food and drink,Bakery,"Flatbreads, thins and pittas",,1.364
CP0111305,202502,Bread,Bread and cereals,Food,Food and non-alcoholic beverages,Food and drink,Bakery,Bread side dishes (e.g. garlic bread),,1.067
CP0111308,202502,Other bakery products,Bread and cereals,Food,Food and non-alcoholic beverages,Food and drink,Bakery,Other breakfast bakery products,,0.864
CP0111309,202502,Other bakery products,Bread and cereals,Food,Food and non-alcoholic beverages,Food and drink,Biscuits,"Biscuits, sweet",,
CP0111310,202502,Other bakery products,Bread and cereals,Food,Food and non-alcoholic beverages,Food and drink,Biscuits,"Biscuits, savoury",,1.144
CP0111311,202502,Other bakery products,Bread and cereals,Food,Food and non-alcoholic beverages,Food and drink,Biscuits,"Cakes, tarts and sweet pies",,
CP0111401,202502,/ Breakfast cereals and other cereal products,Bread and cereals,Food,Food and non-alcoholic beverages,Food and drink,Store cupboard,Breakfast cereals,,
CP0111402,202502,Other bakery products,Bread and cereals,Food,Food and non-alcoholic beverages,Food and drink,Store cupboard,Cereal bars and cereal-based snacks,,0.328
CP0111404,202502,/ Breakfast cereals and other cereal products,Bread and cereals,Food,Food and non-alcoholic beverages,Food and drink,Store cupboard,Oats and porridge,,2.302
CP0111501,202502,Pasta products and couscous,Bread and cereals,Food,Food and non-alcoholic beverages,Food and drink,Store cupboard,"Pasta and noodles, dry or fresh",,
CP0111502,202502,Pasta products and couscous,Bread and cereals,Food,Food and non-alcoholic beverages,Food and drink,Store cupboard,"Pasta and noodles, packet or pot",,1.076
CP0111503,202502,Pasta products and couscous,Bread and cereals,Food,Food and non-alcoholic beverages,Food and drink,Store cupboard,Couscous,,1.023
CP0112201,202502,Beef and veal,Meat,Food,Food and non-alcoholic beverages,Food and drink,Meat,"Meat of cows, fresh, chilled or frozen",,
CP0112202,202502,Pork,Meat,Food,Food and non-alcoholic beverages,Food and drink,Meat,"Meat of pigs, fresh, chilled or frozen",,
CP0112203,202502,Lamb and goat,Meat,Food,Food and non-alcoholic beverages,Food and drink,Meat,"Meat of goats, lambs and sheep, fresh, chilled or frozen",,
CP0112204,202502,Poultry,Meat,Food,Food and non-alcoholic beverages,Food and drink,Meat,"Meat of chicken, fresh, chilled or frozen",,
CP0112301,202502,Dried; salted or smoked meat,Meat,Food,Food and non-alcoholic beverages,Food and drink,Meat,Cooked ham and continental meats (e.g. salami),,
CP0112302,202502,Poultry,Meat,Food,Food and non-alcoholic beverages,Food and drink,Meat,"Cooked poultry, slices and deli foods",,2.37
CP0112303,202502,Dried; salted or smoked meat,Meat,Food,Food and non-alcoholic beverages,Food and drink,Meat,"Pork, dried, salted or smoked",,
CP0112401,202502,Edible offal,Meat,Food,Food and non-alcoholic beverages,Food and drink,Meat,"Offal, fresh, chilled or frozen, dried, salted, in brine or smoked",,5.005
CP0112501,202502,Dried; salted or smoked meat,Meat,Food,Food and non-alcoholic beverages,Food and drink,Meat,Sausages and similar meat products,,6.693
CP0112502,202502,Other meat preparations,Meat,Food,Food and non-alcoholic beverages,Food and drink,Meat,Breaded chicken and similar poultry preparations,,
CP0112503,202502,Other meat preparations,Meat,Food,Food and non-alcoholic beverages,Food and drink,Meat,"Meat pies, rolls and pastries",,
CP0112504,202502,Other meat preparations,Meat,Food,Food and non-alcoholic beverages,Food and drink,Meat,Canned meat,,3.094
CP0112599,202502,Other meat preparations,Meat,Food,Food and non-alcoholic beverages,Food and drink,Meat,Other meats and meat preparations n.e.c.,,2.082
CP0113101,202502,Fresh or chilled fish,Fish,Food,Food and non-alcoholic beverages,Food and drink,Fish,"Salmon and trout, fresh or chilled",,19.89
CP0113102,202502,Fresh or chilled fish,Fish,Food,Food and non-alcoholic beverages,Food and drink,Fish,"Cod, haddock, hake and pollock, fresh or chilled",,20.967
CP0113201,202502,Other pres or processed fish & seafood-based preps,Fish,Food,Food and non-alcoholic beverages,Food and drink,Fish,"Fish, smoked",,4.544
CP0113301,202502,Other pres or processed fish & seafood-based preps,Fish,Food,Food and non-alcoholic beverages,Food and drink,Fish,"Breaded and battered fish, chilled or frozen",,
CP0113302,202502,Other pres or processed fish & seafood-based preps,Fish,Food,Food and non-alcoholic beverages,Food and drink,Fish,Canned fish,,1.051
CP0113402,202502,Frozen seafood,Fish,Food,Food and non-alcoholic beverages,Food and drink,Fish,"Shrimps and prawns, frozen",,18.598
CP0114101,202502,Whole milk,"Milk, cheese and eggs",Food,Food and non-alcoholic beverages,Food and drink,Dairy,"Whole milk of cows, store-bought",,1.515
CP0114201,202502,Low fat milk,"Milk, cheese and eggs",Food,Food and non-alcoholic beverages,Food and drink,Dairy,"Skimmed or semi-skimmed milk of cows, store-bought",,1.205
CP0114298,202502,Low fat milk,"Milk, cheese and eggs",Food,Food and non-alcoholic beverages,Food and drink,Dairy,"Skimmed or semi-skimmed milk of cows, delivered",,
CP0114301,202502,Other milk products,"Milk, cheese and eggs",Food,Food and non-alcoholic beverages,Food and drink,Dairy,Cream products,,1.442
CP0114401,202502,Other milk products,"Milk, cheese and eggs",Food,Food and non-alcoholic beverages,Food and drink,Dairy,Non-animal milk,,1.727
CP0114501,202502,Cheese and curd,"Milk, cheese and eggs",Food,Food and non-alcoholic beverages,Food and drink,Dairy,"Cheese, cheddar",,9.027
CP0114599,202502,Cheese and curd,"Milk, cheese and eggs",Food,Food and non-alcoholic beverages,Food and drink,Dairy,"Cheese, other",,
CP0114601,202502,Yoghurt,"Milk, cheese and eggs",Food,Food and non-alcoholic beverages,Food and drink,Dairy,"Yoghurt, from milk of cows",,
CP0114701,202502,Other milk products,"Milk, cheese and eggs",Food,Food and non-alcoholic beverages,Food and drink,Dairy,Milk-based desserts (excl. yoghurt),,1.019
CP0114702,202502,Other milk products,"Milk, cheese and eggs",Food,Food and non-alcoholic beverages,Food and drink,Dairy,Milk-based beverages (excl. yoghurt),,1.494
CP0114801,202502,Eggs,"Milk, cheese and eggs",Food,Food and non-alcoholic beverages,Food and drink,Dairy,"Eggs, from chickens",,
CP0115101,202502,Olive oil,Oils and fats,Food,Food and non-alcoholic beverages,Food and drink,"Butter, spreads and oils",Olive oil,,
CP0115201,202502,Butter,Oils and fats,Food,Food and non-alcoholic beverages,Food and drink,"Butter, spreads and oils","Butter, derived from milk",,
CP0115301,202502,Margarine and other vegetable fats,Oils and fats,Food,Food and non-alcoholic beverages,Food and drink,"Butter, spreads and oils",Margarine and similar preparations,,
CP0116101,202502,Fresh or chilled fruit,Fruit,Food,Food and non-alcoholic beverages,Food and drink,Fresh fruit,"Bananas, fresh",,1.098
CP0116199,202502,Fresh or chilled fruit,Fruit,Food,Food and non-alcoholic beverages,Food and drink,Fresh fruit,"Other tropical fruits, fresh",,
CP0116201,202502,Fresh or chilled fruit,Fruit,Food,Food and non-alcoholic beverages,Food and drink,Fresh fruit,"Oranges, tangerines and similar citrus fruits, fresh",,
CP0116299,202502,Fresh or chilled fruit,Fruit,Food,Food and non-alcoholic beverages,Food and drink,Fresh fruit,"Other citrus fruits, fresh",,
CP0116301,202502,Fresh or chilled fruit,Fruit,Food,Food and non-alcoholic beverages,Food and drink,Fresh fruit,"Apples, fresh",,
CP0116399,202502,Fresh or chilled fruit,Fruit,Food,Food and non-alcoholic beverages,Food and drink,Fresh fruit,"Other stone fruits and pome fruits, fresh",,
CP0116401,202502,Fresh or chilled fruit,Fruit,Food,Food and non-alcoholic beverages,Food and drink,Fresh fruit,"Berries, fresh",,
CP0116501,202502,Fresh or chilled fruit,Fruit,Food,Food and non-alcoholic beverages,Food and drink,Fresh fruit,"Other fruits n.e.c., fresh",,
